Count,Date,BTC / USDT price,Token name,24h price change %,Trade,Trade price,Comission,Profit %,Profit total %,Market average
1,2023-05-07T05:12:08.335Z,28842.02,BTC,-1.794,BUY,28842.02,0,0,0,135.6586
2,2023-05-07T05:16:14.502Z,28845.8,BTC,-1.792,SELL,28845.8,0,0.0131,0.0131,135.6365
3,2023-05-07T05:20:21.361Z,28834.77,BTC,-1.849,BUY,28834.78,0,0,0.0131,135.6451
4,2023-05-07T05:24:29.318Z,28826.06,BTC,-1.864,SELL,28825.84,0,-0.031,-0.0179,136.0329
5,2023-05-07T05:28:37.490Z,28829.29,BTC,-1.842,BUY,28829.28,0,0,-0.0179,136.0719
6,2023-05-07T05:32:46.092Z,28871.9,BTC,-1.729,SELL,28871.9,0,0.1478,0.1299,136.0831
7,2023-05-07T05:36:56.170Z,28869.7,BTC,-1.699,BUY,28869.69,0,0,0.1299,136.0999
8,2023-05-07T05:41:02.593Z,28897.93,BTC,-1.608,SELL,28897.93,0,0.0978,0.2278,136.1547
9,2023-05-07T05:45:10.970Z,28897.34,BTC,-1.506,BUY,28894.73,0,0,0.2278,136.1445
10,2023-05-07T05:49:18.063Z,28892.9,BTC,-1.6,SELL,28892.9,0,-0.0063,0.2214,136.1286
11,2023-05-07T05:53:25.724Z,28869.01,BTC,-1.681,BUY,28869,0,0,0.2214,136.0942
12,2023-05-07T05:57:31.915Z,28880.18,BTC,-1.567,SELL,28880.19,0,0.0388,0.2602,136.0835
13,2023-05-07T06:01:39.850Z,28883.41,BTC,-1.571,BUY,28883.41,0,0,0.2602,136.0974
14,2023-05-07T06:05:45.580Z,28877.74,BTC,-1.503,SELL,28877.6,0,-0.0201,0.2401,135.9161
15,2023-05-07T06:09:53.964Z,28895.21,BTC,-1.514,BUY,28895.21,0,0,0.2401,135.9411
16,2023-05-07T06:13:59.187Z,28886.16,BTC,-1.631,SELL,28886.3,0,-0.0308,0.2092,135.9222
17,2023-05-07T06:18:08.315Z,28907.74,BTC,-1.588,BUY,28907.58,0,0,0.2092,136.0791
18,2023-05-07T06:22:15.355Z,28912.68,BTC,-1.582,SELL,28912.68,0,0.0176,0.2269,136.0844
19,2023-05-07T06:26:22.384Z,28908.91,BTC,-1.485,BUY,28912.62,0,0,0.2269,136.4579
20,2023-05-07T06:30:28.405Z,28873.13,BTC,-1.582,SELL,28873.24,0,-0.1362,0.0907,135.9979
21,2023-05-07T06:34:36.355Z,28881,BTC,-1.47,BUY,28881.01,0,0,0.0907,135.9952
22,2023-05-07T06:38:42.564Z,28900.56,BTC,-1.428,SELL,28900.57,0,0.0677,0.1584,136.0377
23,2023-05-07T06:42:51.671Z,28916.72,BTC,-1.473,BUY,28916.72,0,0,0.1584,136.0683
24,2023-05-07T06:46:58.982Z,28924.75,BTC,-1.447,SELL,28925.94,0,0.0319,0.1903,136.4609
25,2023-05-07T06:51:08.007Z,28928.32,BTC,-1.465,BUY,28928.32,0,0,0.1903,136.2555
26,2023-05-07T06:55:14.429Z,28920.39,BTC,-1.505,SELL,28920.39,0,-0.0274,0.1629,136.2532
27,2023-05-07T06:59:21.478Z,28912.74,BTC,-1.611,BUY,28912.75,0,0,0.1629,136.2439
28,2023-05-07T07:03:29.298Z,28912.1,BTC,-1.587,SELL,28912.1,0,-0.0022,0.1606,136.2433
29,2023-05-07T07:07:36.982Z,28915.9,BTC,-1.59,BUY,28915.9,0,0,0.1606,136.2299
30,2023-05-07T07:11:43.658Z,28927.06,BTC,-1.562,SELL,28926.46,0,0.0365,0.1971,136.1996
31,2023-05-07T07:15:51.596Z,28922.5,BTC,-1.556,BUY,28922.1,0,0,0.1971,136.21
32,2023-05-07T07:19:59.333Z,28914.03,BTC,-1.612,SELL,28914.02,0,-0.0279,0.1692,136.4941
33,2023-05-07T07:24:07.571Z,28950.46,BTC,-1.506,BUY,28950.18,0,0,0.1692,136.5128
34,2023-05-07T07:28:13.439Z,28913.75,BTC,-1.648,SELL,28913.76,0,-0.1258,0.0434,136.5156
35,2023-05-07T07:32:23.178Z,28901.85,BTC,-1.686,BUY,28901.86,0,0,0.0434,136.506
36,2023-05-07T07:36:29.613Z,28928.63,BTC,-1.591,SELL,28928.63,0,0.0926,0.136,136.5224
37,2023-05-07T07:40:36.649Z,28920.05,BTC,-1.599,BUY,28920,0,0,0.136,136.5673
38,2023-05-07T07:44:44.076Z,28920,BTC,-1.592,SELL,28920,0,0,0.136,136.581
39,2023-05-07T07:48:52.691Z,28922.55,BTC,-1.545,BUY,28922.56,0,0,0.136,136.5916
40,2023-05-07T07:52:59.689Z,28917.77,BTC,-1.526,SELL,28917.77,0,-0.0166,0.1195,136.5921
41,2023-05-07T07:57:08.890Z,28913.12,BTC,-1.575,BUY,28913.12,0,0,0.1195,136.5792
42,2023-05-07T08:01:16.846Z,28919.37,BTC,-1.506,SELL,28919.38,0,0.0217,0.1411,136.6283
43,2023-05-07T08:05:25.698Z,28946.3,BTC,-0.855,BUY,28946.3,0,0,0.1411,136.6401
44,2023-05-07T08:09:33.600Z,28943.72,BTC,-0.97,SELL,28943.71,0,-0.0089,0.1322,136.2939
45,2023-05-07T08:13:41.946Z,28939,BTC,-1.028,BUY,28939,0,0,0.1322,136.6599
46,2023-05-07T08:17:49.098Z,28956.51,BTC,-1.054,SELL,28956.5,0,0.0605,0.1926,136.6686
47,2023-05-07T08:21:55.628Z,28935.92,BTC,-1.242,BUY,28935.92,0,0,0.1926,136.3116
48,2023-05-07T08:26:02.071Z,28932.78,BTC,-1.244,SELL,28932.28,0,-0.0126,0.1801,136.2855
49,2023-05-07T08:30:10.259Z,28926.11,BTC,-1.274,BUY,28926.12,0,0,0.1801,136.2935
50,2023-05-07T08:34:17.819Z,28878.67,BTC,-1.474,SELL,28880.98,0,-0.1561,0.024,136.2611
51,2023-05-07T08:38:26.162Z,28851.95,BTC,-1.609,BUY,28854.92,0,0,0.024,136.1643
52,2023-05-07T08:42:33.650Z,28865.05,BTC,-1.598,SELL,28865.04,0,0.0351,0.0591,136.1614
53,2023-05-07T08:46:43.550Z,28865.3,BTC,-1.606,BUY,28865.3,0,0,0.0591,135.8388
54,2023-05-07T08:50:51.155Z,28863.16,BTC,-1.598,SELL,28863.17,0,-0.0074,0.0517,135.8275
55,2023-05-07T08:55:01.316Z,28870.17,BTC,-1.563,BUY,28870.17,0,0,0.0517,136.0353
56,2023-05-07T08:59:09.056Z,28866.99,BTC,-1.615,SELL,28866.98,0,-0.011,0.0407,136.0474
57,2023-05-07T09:03:17.385Z,28846.03,BTC,-1.708,BUY,28845.72,0,0,0.0407,136.0614
58,2023-05-07T09:07:23.393Z,28840.01,BTC,-1.708,SELL,28840.98,0,-0.0164,0.0242,136.0852
59,2023-05-07T09:11:30.907Z,28816.48,BTC,-1.704,BUY,28816.58,0,0,0.0242,136.1026
60,2023-05-07T09:15:36.497Z,28832.59,BTC,-1.611,SELL,28832.93,0,0.0567,0.081,135.998
61,2023-05-07T09:19:45.748Z,28791.8,BTC,-1.74,BUY,28791.8,0,0,0.081,135.9469
62,2023-05-07T09:23:51.971Z,28789.36,BTC,-1.731,SELL,28784.35,0,-0.0259,0.0551,135.8845
63,2023-05-07T09:27:59.582Z,28843.06,BTC,-1.632,BUY,28843.05,0,0,0.0551,136.4531
64,2023-05-07T09:32:06.706Z,28864.16,BTC,-1.532,SELL,28864.16,0,0.0732,0.1283,136.4939
65,2023-05-07T09:36:16.186Z,28872.91,BTC,-1.424,BUY,28872.9,0,0,0.1283,136.4833
66,2023-05-07T09:40:23.367Z,28826.13,BTC,-1.695,SELL,28821.86,0,-0.1768,-0.0485,136.4199
67,2023-05-07T09:44:33.344Z,28802.76,BTC,-1.771,BUY,28802.77,0,0,-0.0485,136.3601
68,2023-05-07T09:48:39.830Z,28808.34,BTC,-1.734,SELL,28808.33,0,0.0193,-0.0292,135.872
69,2023-05-07T09:52:46.449Z,28813.7,BTC,-1.745,BUY,28813.71,0,0,-0.0292,135.8258
70,2023-05-07T09:56:52.286Z,28819.83,BTC,-1.675,SELL,28819.84,0,0.0213,-0.0079,135.8591
71,2023-05-07T10:01:01.560Z,28820.46,BTC,-1.544,BUY,28820.46,0,0,-0.0079,135.8597
72,2023-05-07T10:05:08.892Z,28810.02,BTC,-1.7,SELL,28810.01,0,-0.0363,-0.0442,135.8647
73,2023-05-07T10:09:17.029Z,28800.71,BTC,-1.611,BUY,28800.72,0,0,-0.0442,135.8194
74,2023-05-07T10:13:24.099Z,28804.64,BTC,-1.631,SELL,28804.64,0,0.0136,-0.0306,136.2523
75,2023-05-07T10:17:32.609Z,28808.79,BTC,-1.562,BUY,28808.79,0,0,-0.0306,136.2789
76,2023-05-07T10:21:38.408Z,28819.29,BTC,-1.518,SELL,28819.29,0,0.0364,0.0059,136.2903
77,2023-05-07T10:25:46.550Z,28825,BTC,-1.433,BUY,28825.01,0,0,0.0059,136.2804
78,2023-05-07T10:29:54.501Z,28825.03,BTC,-1.318,SELL,28825.03,0,0.0001,0.0059,136.2859
79,2023-05-07T10:34:03.563Z,28828.99,BTC,-1.352,BUY,28828.99,0,0,0.0059,136.2853
80,2023-05-07T10:38:10.037Z,28837.09,BTC,-1.405,SELL,28831.96,0,0.0103,0.0162,136.2423
81,2023-05-07T10:42:19.489Z,28821.37,BTC,-1.369,BUY,28827.65,0,0,0.0162,136.2763
82,2023-05-07T10:46:26.572Z,28824.89,BTC,-1.431,SELL,28827.18,0,-0.0016,0.0146,136.2687
83,2023-05-07T10:50:34.236Z,28837.78,BTC,-1.378,BUY,28837.78,0,0,0.0146,136.2896
84,2023-05-07T10:54:40.360Z,28860.7,BTC,-1.287,SELL,28860.69,0,0.0794,0.0941,136.3382
85,2023-05-07T10:58:50.118Z,28851.59,BTC,-1.307,BUY,28851.59,0,0,0.0941,136.3252
86,2023-05-07T11:02:57.351Z,28843.92,BTC,-1.32,SELL,28843.93,0,-0.0265,0.0675,136.3299
87,2023-05-07T11:07:09.741Z,28835.06,BTC,-1.299,BUY,28835.07,0,0,0.0675,136.3304
88,2023-05-07T11:11:16.921Z,28828.63,BTC,-1.434,SELL,28828.64,0,-0.0223,0.0452,136.2798
89,2023-05-07T11:15:24.437Z,28815.69,BTC,-1.479,BUY,28815.69,0,0,0.0452,136.2523
90,2023-05-07T11:19:29.997Z,28780,BTC,-1.586,SELL,28780,0,-0.1239,-0.0786,136.2368
91,2023-05-07T11:23:39.055Z,28750.41,BTC,-1.685,BUY,28758.84,0,0,-0.0786,135.8297
92,2023-05-07T11:27:45.919Z,28753.12,BTC,-1.69,SELL,28753.12,0,-0.0199,-0.0985,135.7242
93,2023-05-07T11:31:54.476Z,28772.84,BTC,-1.564,BUY,28772.84,0,0,-0.0985,135.7652
94,2023-05-07T11:36:00.544Z,28815.12,BTC,-1.394,SELL,28815.12,0,0.1469,0.0484,135.7756
95,2023-05-07T11:40:08.965Z,28867.56,BTC,-1.276,BUY,28878.96,0,0,0.0484,135.9191
96,2023-05-07T11:44:15.642Z,28841.88,BTC,-1.408,SELL,28841.88,0,-0.1284,-0.08,135.7487
97,2023-05-07T11:48:24.435Z,28844.17,BTC,-1.398,BUY,28844.17,0,0,-0.08,135.7323
98,2023-05-07T11:52:32.415Z,28838.68,BTC,-1.404,SELL,28838.68,0,-0.019,-0.099,135.7214
99,2023-05-07T11:56:40.578Z,28832.51,BTC,-1.496,BUY,28832.51,0,0,-0.099,135.7147
100,2023-05-07T12:00:47.660Z,28843.51,BTC,-1.409,SELL,28851.4,0,0.0655,-0.0335,136.0096
101,2023-05-07T12:04:55.754Z,28852.59,BTC,-1.368,BUY,28852.59,0,0,-0.0335,135.9752
102,2023-05-07T12:09:02.638Z,28868.41,BTC,-1.285,SELL,28868.32,0,0.0545,0.021,136.0334
103,2023-05-07T12:13:12.121Z,28868.02,BTC,-1.251,BUY,28868.01,0,0,0.021,136.0337
104,2023-05-07T12:17:20.584Z,28911.53,BTC,-1.142,SELL,28910.3,0,0.1465,0.1675,136.0717
105,2023-05-07T12:21:28.719Z,28888.81,BTC,-1.116,BUY,28888.81,0,0,0.1675,136.1179
106,2023-05-07T12:25:34.968Z,28881.26,BTC,-1.132,SELL,28881.25,0,-0.0262,0.1413,136.0326
107,2023-05-07T12:29:43.554Z,28890,BTC,-1.217,BUY,28890,0,0,0.1413,136.03
108,2023-05-07T12:33:49.209Z,28886.26,BTC,-1.114,SELL,28886.25,0,-0.013,0.1284,136.0134
109,2023-05-07T12:38:00.330Z,28890.94,BTC,-0.989,BUY,28890.94,0,0,0.1284,135.9891
110,2023-05-07T12:42:08.856Z,28909.91,BTC,-0.633,SELL,28909.91,0,0.0657,0.194,135.9817
111,2023-05-07T12:46:16.759Z,28936.29,BTC,-0.406,BUY,28936.3,0,0,0.194,136.4307
112,2023-05-07T12:50:24.294Z,28912.5,BTC,-0.427,SELL,28915.15,0,-0.0731,0.1209,136.309
113,2023-05-07T12:54:33.044Z,28904.81,BTC,-0.637,BUY,28904.81,0,0,0.1209,136.2457
114,2023-05-07T12:58:39.303Z,28914.11,BTC,-0.582,SELL,28914.12,0,0.0322,0.1531,136.2631
115,2023-05-07T13:02:47.432Z,28913.1,BTC,-0.541,BUY,28913.11,0,0,0.1531,136.4747
116,2023-05-07T13:06:54.599Z,28894.48,BTC,-0.501,SELL,28894.48,0,-0.0644,0.0887,136.0607
117,2023-05-07T13:11:03.045Z,28899.04,BTC,-0.507,BUY,28899.04,0,0,0.0887,136.0505
118,2023-05-07T13:15:09.926Z,28902.86,BTC,-0.565,SELL,28902.87,0,0.0133,0.102,136.0654
119,2023-05-07T13:19:18.094Z,28954.1,BTC,-0.323,BUY,28954.39,0,0,0.102,136.159
120,2023-05-07T13:23:25.895Z,28920.7,BTC,-0.247,SELL,28920.7,0,-0.1164,-0.0144,136.0687
121,2023-05-07T13:27:35.181Z,28932.52,BTC,-0.255,BUY,28932.66,0,0,-0.0144,136.094
122,2023-05-07T13:31:41.358Z,28924.85,BTC,-0.257,SELL,28924.46,0,-0.0283,-0.0427,136.1072
123,2023-05-07T13:35:49.236Z,28968.14,BTC,0.085,BUY,28970.49,0,0,-0.0427,136.1929
124,2023-05-07T13:39:54.787Z,28943.98,BTC,0.049,SELL,28943.99,0,-0.0915,-0.1342,136.1342
125,2023-05-07T13:44:03.373Z,28950.58,BTC,0.036,BUY,28950.58,0,0,-0.1342,136.1254
126,2023-05-07T13:48:11.183Z,28950.06,BTC,-0.136,SELL,28950.06,0,-0.0018,-0.136,136.1317
127,2023-05-07T13:52:21.078Z,28898.33,BTC,-0.112,BUY,28898.58,0,0,-0.136,136.0384
128,2023-05-07T13:56:28.240Z,28904.68,BTC,-0.129,SELL,28905.34,0,0.0234,-0.1126,136.0438
129,2023-05-07T14:00:35.994Z,28919.28,BTC,0.037,BUY,28919.28,0,0,-0.1126,136.0702
130,2023-05-07T14:04:43.601Z,28907.87,BTC,0.011,SELL,28907.87,0,-0.0395,-0.1521,136.0745
131,2023-05-07T14:08:51.697Z,28925.53,BTC,1.164,BUY,28925.54,0,0,-0.1521,136.0938
132,2023-05-07T14:12:58.194Z,28918.36,BTC,0.869,SELL,28919.25,0,-0.0217,-0.1738,136.0934
133,2023-05-07T14:17:07.163Z,28907.48,BTC,0.837,BUY,28907.48,0,0,-0.1738,136.0773
134,2023-05-07T14:21:12.716Z,28917.09,BTC,0.977,SELL,28917.1,0,0.0333,-0.1405,136.0883
135,2023-05-07T14:25:21.155Z,28898.72,BTC,0.904,BUY,28899.59,0,0,-0.1405,136.0356
136,2023-05-07T14:29:27.630Z,28943.16,BTC,1.153,SELL,28944.93,0,0.1569,0.0163,136.1227
137,2023-05-07T14:33:36.789Z,28953.09,BTC,1.198,BUY,28953.1,0,0,0.0163,136.1234
138,2023-05-07T14:37:45.014Z,29011.11,BTC,1.25,SELL,29011.93,0,0.2032,0.2195,136.7451
139,2023-05-07T14:41:52.910Z,29003.64,BTC,1.462,BUY,28989.72,0,0,0.2195,136.3844
140,2023-05-07T14:46:00.112Z,29007.4,BTC,1.382,SELL,29007.92,0,0.0628,0.2823,136.5526
141,2023-05-07T14:50:08.564Z,29056.79,BTC,1.501,BUY,29048.15,0,0,0.2823,136.5795
142,2023-05-07T14:54:15.442Z,29056,BTC,1.597,SELL,29056.71,0,0.0295,0.3118,136.658
143,2023-05-07T14:58:22.523Z,29044.87,BTC,1.492,BUY,29047.16,0,0,0.3118,136.6167
144,2023-05-07T15:02:28.128Z,29021.65,BTC,2.026,SELL,29021.66,0,-0.0878,0.224,136.5924
145,2023-05-07T15:06:35.594Z,29011.78,BTC,1.827,BUY,29011.79,0,0,0.224,136.5651
146,2023-05-07T15:10:42.831Z,29029.11,BTC,1.882,SELL,29024.72,0,0.0446,0.2686,136.552
147,2023-05-07T15:14:50.365Z,29000,BTC,1.58,BUY,29000,0,0,0.2686,136.5204
148,2023-05-07T15:18:57.273Z,28963.74,BTC,1.501,SELL,28963.83,0,-0.1247,0.1438,136.4754
149,2023-05-07T15:23:06.139Z,28938.98,BTC,1.467,BUY,28938.59,0,0,0.1438,136.4606
150,2023-05-07T15:27:13.247Z,28948.79,BTC,1.41,SELL,28948.79,0,0.0352,0.1791,136.4471
151,2023-05-07T15:31:23.065Z,28935.85,BTC,1.304,BUY,28935.85,0,0,0.1791,136.4454
152,2023-05-07T15:35:29.744Z,28937.69,BTC,1.273,SELL,28937.7,0,0.0064,0.1855,136.4311
153,2023-05-07T15:39:39.260Z,28950,BTC,1.34,BUY,28949.7,0,0,0.1855,136.4733
154,2023-05-07T15:43:46.149Z,28918.42,BTC,1.046,SELL,28918.42,0,-0.108,0.0774,136.246
155,2023-05-07T15:47:55.184Z,28935.83,BTC,1.164,BUY,28935.83,0,0,0.0774,136.7721
156,2023-05-07T15:52:03.220Z,28979.29,BTC,1.359,SELL,28979.3,0,0.1502,0.2277,136.8431
157,2023-05-07T15:56:13.099Z,28970.31,BTC,1.372,BUY,28970.3,0,0,0.2277,136.8345
158,2023-05-07T16:00:19.795Z,28948.81,BTC,1.334,SELL,28948.82,0,-0.0741,0.1535,136.7869
159,2023-05-07T16:04:29.077Z,28956.11,BTC,1.377,BUY,28956.12,0,0,0.1535,136.8271
160,2023-05-07T16:08:35.341Z,28926,BTC,1.152,SELL,28926,0,-0.104,0.0495,136.8147
161,2023-05-07T16:12:42.759Z,28954.92,BTC,1.095,BUY,28949.55,0,0,0.0495,136.809
162,2023-05-07T16:16:48.300Z,28955.1,BTC,1.091,SELL,28955.1,0,0.0192,0.0687,136.8494
163,2023-05-07T16:20:56.923Z,28916.01,BTC,0.991,BUY,28916,0,0,0.0687,136.7884
164,2023-05-07T16:25:03.383Z,28866.67,BTC,0.697,SELL,28871.01,0,-0.1556,-0.0869,136.7335
165,2023-05-07T16:29:13.145Z,28908.95,BTC,0.755,BUY,28908.29,0,0,-0.0869,136.7077
166,2023-05-07T16:33:20.013Z,28860,BTC,0.627,SELL,28853.93,0,-0.188,-0.275,135.9832
167,2023-05-07T16:37:27.008Z,28879.43,BTC,0.769,BUY,28879.43,0,0,-0.275,136.0015
168,2023-05-07T16:41:33.024Z,28899.35,BTC,0.884,SELL,28899.34,0,0.0689,-0.206,135.9455
169,2023-05-07T16:45:41.082Z,28873.99,BTC,0.766,BUY,28873.99,0,0,-0.206,135.91
170,2023-05-07T16:49:47.310Z,28891.83,BTC,0.717,SELL,28891.83,0,0.0618,-0.1442,135.9563
171,2023-05-07T16:53:56.104Z,28906.18,BTC,0.753,BUY,28906.18,0,0,-0.1442,136.0974
172,2023-05-07T16:58:05.471Z,28920,BTC,0.715,SELL,28918.65,0,0.0431,-0.1011,136.3537
173,2023-05-07T17:02:13.597Z,28957.05,BTC,0.962,BUY,28957.05,0,0,-0.1011,136.4408
